v_min,v_max,r_min,r_max,r_mid,grain,r_squared,n_particles,deviation
40,130,90,120,105.0,1.7065751476170665,0.9971572903773293,3433434,9.12805390750444
20,120,40,60,50.0,2.0500313477702514,0.9991578991758835,3993354,9.160348656562915
20,120,90,120,105.0,1.7052951071827889,0.9989351410029362,3433434,9.19621367503786
40,130,70,90,80.0,1.7031361038964297,0.9952772931285485,2802530,9.311176576334944
40,130,175,185,180.0,1.698642257970612,0.9824798398700078,620504,9.55046549677252
20,150,90,120,105.0,1.698176260232363,0.9989966895473815,3433434,9.575279007861395
50,120,168,178,173.0,2.0583784419677547,0.9886728280417237,738194,9.604815866227625
50,120,165,175,170.0,2.058922979940672,0.9914440555839298,813527,9.63381149843835
30,100,40,60,50.0,2.0591736608740243,0.9997335336527527,3993354,9.647159790949118
60,140,10,15,12.5,1.6967913428587618,0.99876941408363,1608899,9.649023276956237
40,100,300,400,350.0,1.6956056916153035,0.9610895368032079,2974998,9.712156995990224
40,130,350,400,375.0,2.0610871335483467,0.9475149448735164,1283843,9.749048644746903
40,130,170,200,185.0,1.6945228251643323,0.9775034569645781,1953528,9.769817616382728
60,140,15,20,17.5,1.6942959943699234,0.997929109874158,1810089,9.781895933443902
50,150,100,120,110.0,1.6942784696377329,0.9951301993717169,2227894,9.782829092772472
30,150,5,10,7.5,1.693642125242654,0.9973556633825282,458772,9.816713245865069
50,120,80,100,90.0,1.6934344893041824,0.9936502068801631,2529450,9.82776947262074
20,100,100,130,115.0,2.063541352149487,0.9965304417329179,3224202,9.879731211367801
40,150,25,30,27.5,1.6913193743713675,0.9965390592348858,1349326,9.940395400885645
40,120,70,90,80.0,1.690861377332142,0.9944456486626508,2802530,9.964782889662299
60,140,10,20,15.0,1.6899603900684024,0.9985791968135258,3418988,10.012758782300187
40,150,80,100,90.0,1.689227402211811,0.9936129813513462,2529450,10.051789019605373
40,150,120,150,135.0,2.0675401193463383,0.9759800866708912,2673270,10.092658112158595
20,150,175,185,180.0,1.6870728893012652,0.9903230888710881,620504,10.166512816759036
30,150,70,90,80.0,1.6865764832140526,0.9964785243492966,2802530,10.192945515758641
30,100,45,55,50.0,2.0695732342500737,0.9993634929206019,1988671,10.20091769169722
30,100,45,55,50.0,2.0695732342500737,0.9993634929206019,1988671,10.20091769169722
60,140,100,130,115.0,1.686373164886501,0.9956184608119857,3224202,10.203771837779493
40,120,5,10,7.5,1.6863476346981172,0.9991444243316988,458772,10.205131272730709
50,150,15,25,20.0,1.6863248076180335,0.9974457985355959,3318785,10.206346772202684
30,120,45,60,52.5,2.071222507133598,0.9986266602511837,2885688,10.28873839902013
30,120,170,200,185.0,1.6810460281265494,0.9857722280001447,1953528,10.487431942143267
40,150,80,110,95.0,1.680777366972734,0.9974633265063747,3700647,10.501737647884237
20,150,50,60,55.0,2.075943176736602,0.9907961003149282,1862371,10.540105257540043
40,150,70,100,85.0,1.679955176824501,0.9965774848744692,4008070,10.545517740974388
20,120,45,55,50.0,2.0769899568770964,0.9986115672725181,1988671,10.59584434915317
20,120,45,55,50.0,2.0769899568770964,0.9986115672725181,1988671,10.59584434915317
50,120,80,110,95.0,1.677719202557225,0.998716260386134,3700647,10.664579203555641
30,150,172,182,177.0,1.6772944649294514,0.9848624735325736,651619,10.687195690657532
50,150,172,182,177.0,1.6760098372637993,0.962706137511295,651619,10.755599719712494
50,120,90,120,105.0,1.6737317677989898,0.997550510947299,3433434,10.87690267311023
60,140,5,15,10.0,1.6736616395358577,0.9989974822904,2067671,10.88063687242504
60,140,15,25,20.0,1.6721767628863602,0.9977107063149102,3318785,10.959703786668781
40,130,5,10,7.5,1.6715899310196363,0.9991541446909302,458772,10.990951489902217
20,100,40,60,50.0,2.0845179167486654,0.9996759996674612,3993354,10.996694182570048
50,150,90,120,105.0,1.6694592441429426,0.9976129685730502,3433434,11.104406595157473
50,150,170,200,185.0,1.667621154382739,0.9728129454400559,1953528,11.202281449268416
20,120,300,350,325.0,1.6670844724240292,0.923332883765432,1691155,11.23085876336372
40,150,172,182,177.0,1.6634009251644326,0.9773513626276756,651619,11.42700078996631
40,120,50,60,55.0,2.092835143596802,0.9964022756904042,1862371,11.43957101154431
20,150,70,90,80.0,1.6627172430589419,0.997080152668165,2802530,11.463405587915764
20,100,130,160,145.0,2.093752127310482,0.9985824246755932,2489962,11.488398685329186
50,120,5,10,7.5,1.6616328946953998,0.9994405611568872,458772,11.52114511739085
20,120,170,200,185.0,1.6612082524010323,0.9912149353491813,1953528,11.543756528166538
50,150,20,25,22.5,1.6572681487778347,0.9977040571502093,1508696,11.753559702990692
60,140,20,30,25.0,1.6547742773049787,0.9983098901176964,2858022,11.886353711129988
50,150,20,30,25.0,1.6547090397226458,0.9978430467294457,2858022,11.889827490806928
40,100,170,200,185.0,1.6546462741585866,0.9635346258327131,1953528,11.893169640117856
60,140,25,30,27.5,1.6530820454489255,0.9983737571906436,1349326,11.976461903678086
30,150,120,150,135.0,2.103682720756449,0.9847274771681483,2673270,12.017184278831145
40,100,45,60,52.5,2.1056948011737537,0.9992987210269094,2885688,12.124323811169003
30,120,70,90,80.0,1.6481078851866238,0.9950940367678325,2802530,12.241326667378921
50,150,90,110,100.0,1.6470185032500129,0.9963360138913091,2376737,12.299334225238926
40,130,70,100,85.0,1.6459760285605882,0.9958755422088903,4008070,12.354844059606586
60,140,20,25,22.5,1.6457459864314574,0.9970073352434862,1508696,12.367093374256788
30,150,70,100,85.0,1.643835798719893,0.9964340476120646,4008070,12.468807309909844
20,150,120,150,135.0,2.112695466588896,0.9906447308387736,2673270,12.497096197491803
20,100,45,55,50.0,2.115150896789603,0.9990591185856291,1988671,12.627843279531575
20,100,45,55,50.0,2.115150896789603,0.9990591185856291,1988671,12.627843279531575
30,120,200,250,225.0,1.6407868314459504,0.9449025898265292,2952052,12.631159134933414
20,120,45,60,52.5,2.115415929221048,0.9985877309446258,2885688,12.641955762569133
20,150,300,350,325.0,1.639097508551655,0.9448203702539378,1691155,12.72111243068929
40,120,80,110,95.0,1.6385772535662064,0.9980896369599881,3700647,12.748815039073136
40,150,5,10,7.5,1.6384182177837476,0.9985114447914263,458772,12.7572833980965
40,130,80,110,95.0,1.636666382267031,0.9984073317864827,3700647,12.850565374492481
50,150,25,30,27.5,1.6357377418412875,0.9974244393252115,1349326,12.900013746470309
40,120,70,100,85.0,1.6350607945052678,0.995152640904775,4008070,12.93605993049692
30,100,45,60,52.5,2.123025258737792,0.9995434851917938,2885688,13.047138377944192
40,130,80,100,90.0,1.6328405652025209,0.9932514582177255,2529450,13.054283003060652
30,100,100,130,115.0,2.1237332264481976,0.9949000973489628,3224202,13.084836339094661
60,140,350,400,375.0,1.6322225038512532,0.9130141172799615,1283843,13.087193618144125
20,120,130,160,145.0,2.1269515410089017,0.9982843977669813,2489962,13.25620559152832
60,140,175,185,180.0,1.6286796220451993,0.9586201956084697,620504,13.275845471501627
20,120,70,90,80.0,1.627167505672999,0.9965269136350682,2802530,13.356362850213038
60,140,5,10,7.5,1.6263192357625809,0.9990594935210673,458772,13.401531642035092
30,150,175,185,180.0,1.6258836332709337,0.9880167347847484,620504,13.424726662889578
40,150,90,110,100.0,1.6252407125025015,0.9974689749462146,2376737,13.458960995606947
40,150,170,200,185.0,1.625191526994057,0.9799742953157734,1953528,13.461580032265335
20,150,70,100,85.0,1.6222141665568603,0.9971072189615068,4008070,13.620118926684746
40,100,90,110,100.0,1.6214733158047814,0.9983685687623988,2376737,13.659567848520688
40,120,80,100,90.0,1.6201636217344304,0.9919550896167654,2529450,13.729306616909984
20,150,170,200,185.0,1.6199096018728265,0.9926229527061828,1953528,13.742832701127444
30,150,170,200,185.0,1.619205763761166,0.9885344687584284,1953528,13.780310768840993
30,100,170,200,185.0,1.6190193342677215,0.9832899012259405,1953528,13.79023779192111
30,120,50,60,55.0,2.1372383109867483,0.9972317961849805,1862371,13.803956921552102
20,100,170,200,185.0,1.6167314938134605,0.9908718987215279,1953528,13.912061032297093
40,130,130,160,145.0,2.1396554879809786,0.995238460798383,2489962,13.932667091638908
60,140,90,120,105.0,1.6161537004017272,0.9982926294475019,3433434,13.942827454647109
50,150,5,10,7.5,1.6157254534159877,0.9987770172509242,458772,13.965630808520352
30,150,110,140,125.0,2.1414305931903903,0.9799528337892999,2947819,14.027188135803536
50,120,90,110,100.0,1.6143113029741774,0.997901284714217,2376737,14.040931684016112
30,100,130,160,145.0,2.1417500212648353,0.9985960766366929,2489962,14.044197085454494
40,130,300,400,350.0,1.6122378995194309,0.9676549482277357,2974998,14.151336553810918
40,100,80,110,95.0,1.6097740234267166,0.9970773790538382,3700647,14.282533363859601
30,150,80,110,95.0,1.60934755284736,0.9954306039966763,3700647,14.305242127403616
50,150,175,185,180.0,1.6050508708691247,0.968991925425144,620504,14.534032435083876
40,100,70,90,80.0,1.6049666796052084,0.9947976767170255,2802530,14.538515462981442
40,100,100,130,115.0,2.1512162570150855,0.9921833036407384,3224202,14.54825649707591
60,140,90,110,100.0,1.6020866684713677,0.9966347260005718,2376737,14.69187068842557
40,150,175,185,180.0,1.601707647703314,0.979129737583059,620504,14.71205283794919
30,150,80,100,90.0,1.6011326498849994,0.9914966556129711,2529450,14.742670400159774
30,120,70,100,85.0,1.5973156539395168,0.9957844596707546,4008070,14.945918320579505
40,120,90,110,100.0,1.597176130818005,0.9987175186824838,2376737,14.95334766677289
20,100,45,60,52.5,2.1605476612584873,0.999403174054378,2885688,15.045136382241076
40,100,130,160,145.0,2.1643423122275838,0.997572734673552,2489962,15.247194474312241
60,140,100,120,110.0,1.591302610490498,0.9973593083665178,2227894,15.266101677822258
20,150,350,400,375.0,2.1676773581749527,0.9520472203112947,1283843,15.424779455535292
40,130,90,110,100.0,1.5859517865710049,0.9986442869054929,2376737,15.55102307928621
60,140,200,300,250.0,1.5845568468616267,0.9673908043686998,5763787,15.625301019082707
30,120,130,160,145.0,2.1734414285195887,0.9982576445139697,2489962,15.731705458977038
30,150,90,110,100.0,1.5819926629244492,0.997162789654509,2376737,15.761839034906854
20,120,70,100,85.0,1.5818897200324782,0.9970952482902082,4008070,15.767320552051208
40,120,300,400,350.0,1.5774777302325071,0.9601776995982932,2974998,16.002250786341467
30,100,70,90,80.0,1.5742741923411794,0.9963674556064037,2802530,16.17283320866989
40,150,300,400,350.0,1.5741827655081684,0.975922020510802,2974998,16.17770151713693
20,150,80,110,95.0,1.571249556924266,0.9953664913177535,3700647,16.333889407653565
20,100,70,90,80.0,1.5709480976140586,0.9978755540452692,2802530,16.34994155409698
20,150,80,100,90.0,1.5664114820397828,0.9927588491772913,2529450,16.591507878605814
20,150,110,140,125.0,2.1898476628822108,0.9876209126951586,2947819,16.605306862737535
40,120,350,400,375.0,2.196201702535651,0.9549934661100129,1283843,16.94364763235628
30,120,80,110,95.0,1.5575651075246735,0.9957520455567639,3700647,17.06256083468192
40,100,70,100,85.0,1.5571448152721121,0.9955201438125116,4008070,17.08494061383854
40,100,50,60,55.0,2.1990331322346734,0.9987124626840308,1862371,17.094415986936827
40,120,130,160,145.0,2.19908274009485,0.99737639264875,2489962,17.097057513037818
20,120,50,60,55.0,2.200961095601535,0.9971570861343882,1862371,17.19707644310624
20,150,90,110,100.0,1.5522252155048688,0.9970803036241308,2376737,17.34690013286108
30,120,90,110,100.0,1.5497530248885616,0.997989295897021,2376737,17.47853967579544
30,100,90,110,100.0,1.547693818388377,0.9968508464628569,2376737,17.58818858421847
30,100,50,60,55.0,2.2223469944826704,0.9991961261042199,1862371,18.335835701952636
20,100,70,100,85.0,1.532469443303432,0.9981772297700412,4008070,18.398858184055797
30,100,70,100,85.0,1.530819889620603,0.9969276757360531,4008070,18.486693843418372
30,120,80,100,90.0,1.526660695113099,0.9911693495307684,2529450,18.70816319951549
40,100,200,250,225.0,1.5245024986507192,0.8872986137934794,2952052,18.823083138939335
50,120,130,160,145.0,2.232518779714775,0.9959692923476995,2489962,18.877464308560988
20,120,80,110,95.0,1.521857686673619,0.9961202683322993,3700647,18.963914447624113
40,100,80,100,90.0,1.5209959282009722,0.9919599332351695,2529450,19.00980148024642
20,100,120,150,135.0,2.235207865130759,0.9971873213506384,2673270,19.020653095354582
20,120,90,110,100.0,1.5197787599968522,0.9978770305978983,2376737,19.07461341869796
30,100,80,110,95.0,1.5132919425620084,0.9948890484360958,3700647,19.42002435772053
20,100,90,110,100.0,1.5097439196408151,0.9969814041311101,2376737,19.608949965877784
20,120,120,150,135.0,2.2481156925187937,0.9975386403542418,2673270,19.707970847646106
50,150,300,400,350.0,1.5071611046432984,0.969063406727323,2974998,19.74648005094257
20,120,80,100,90.0,1.5016897832537832,0.9936016948047182,2529450,20.037817718115907
50,120,110,140,125.0,2.259057966819031,0.991326525451567,2947819,20.29062656118376
30,150,350,400,375.0,2.2663586482187714,0.9470773733871695,1283843,20.6793742395512
40,130,120,150,135.0,2.266779393693575,0.9910859409725018,2673270,20.70177815194757
40,130,110,140,125.0,2.2681270741072126,0.9864020358461622,2947819,20.773539622322296
20,100,80,110,95.0,1.480954220104085,0.9960904542063566,3700647,21.14194781128407
20,100,50,60,55.0,2.2766083973025872,0.9989165934044129,1862371,21.225154275963117
50,120,300,400,350.0,1.4610214286566119,0.9432894992994532,2974998,22.203331807422153
60,140,200,250,225.0,2.2965343139607164,0.987309030610486,2952052,22.28617220238107
20,150,200,300,250.0,1.456824256392595,0.9681018647205695,5763787,22.42682340827502
30,150,300,350,325.0,1.4498839572287952,0.9490933247934032,1691155,22.796381404217506
30,120,120,150,135.0,2.31258001490393,0.9975499220692129,2673270,23.140575873478717
20,100,200,300,250.0,1.4407125606048237,0.9314379850661075,5763787,23.28474118185177
30,100,80,100,90.0,1.439371297834749,0.9932370995826235,2529450,23.356160924667247
30,100,120,150,135.0,2.318529403892473,0.9974227548526108,2673270,23.457369749332972
30,100,300,350,325.0,1.43632501684506,0.9019417405769764,1691155,23.518369710060693
20,100,80,100,90.0,1.434692614934245,0.9958948350807793,2529450,23.605292069529018
30,100,200,250,225.0,1.4279663249863928,0.922958450834726,2952052,23.963454473568007
20,120,350,400,375.0,2.3340357643747702,0.9472736726122808,1283843,24.28305454604741
60,140,300,400,350.0,1.4208289310075188,0.9385018113924433,2974998,24.34350740109058
20,120,200,300,250.0,1.4195447038858897,0.9522145446186921,5763787,24.4118901019228
50,120,120,150,135.0,2.348086032964183,0.9957639434621747,2673270,25.031205163162035
40,120,110,140,125.0,2.3495411848784733,0.9917279227584637,2947819,25.108689290653537
20,120,110,140,125.0,2.350598640556974,0.9972069134673063,2947819,25.16499683476965
30,120,300,350,325.0,1.395981737336172,0.9238206038368143,1691155,25.666574156753345
50,150,200,300,250.0,1.3871629257577456,0.9398911126192653,5763787,26.13615943781972
30,120,110,140,125.0,2.3703202344997436,0.9951285378240327,2947819,26.215134957387846
40,120,120,150,135.0,2.3714339478965534,0.9976335745872413,2673270,26.274438120157267
20,100,110,140,125.0,2.384239315710058,0.9977316088393542,2947819,26.95630009105741
20,100,250,350,300.0,1.3674935394973118,0.9037225513702647,4502890,27.18351759865219
40,150,300,350,325.0,1.351348978879544,0.9370812942605307,1691155,28.043185363176566
40,130,300,350,325.0,1.3445615426134503,0.9091659139841254,1691155,28.404603694704456
40,100,120,150,135.0,2.4156627398053976,0.9991117993625884,2673270,28.629538860777302
50,150,300,350,325.0,1.3333346749415511,0.9113860409154937,1691155,29.002413474890776
30,100,110,140,125.0,2.4400852035838527,0.9965425576358675,2947819,29.929989541206226
40,150,200,300,250.0,1.3140079533699836,0.9488593984155222,5763787,30.031525379660085
20,150,250,350,300.0,1.3115881092771855,0.9455415383472163,4502890,30.160377567774997
30,150,200,300,250.0,1.3071001206363198,0.9649400976937772,5763787,30.399354598705013
60,140,300,350,325.0,1.2958047375250976,0.8182734498411647,1691155,31.000812698344106
40,100,110,140,125.0,2.4623931930965637,0.9940833887767188,2947819,31.117848407697757
20,100,350,400,375.0,2.4723329645733374,0.9401235335384168,1283843,31.647122714235227
20,120,250,350,300.0,1.2823098340550425,0.915715727944491,4502890,31.71939115787846
40,100,350,400,375.0,2.504674755930801,0.9724202164401189,1283843,33.369262829116145
40,130,200,300,250.0,1.2095130636752558,0.9353829626304353,5763787,35.59568351036976
30,120,350,400,375.0,2.5506040785454456,0.9554596438856393,1283843,35.814913660566866
40,120,300,350,325.0,1.20288341829649,0.9097706493642868,1691155,35.948699771219914
20,100,250,300,275.0,1.1957452123755734,0.8731300676128291,2811735,36.328795933143056
60,140,250,350,300.0,1.179782135242486,0.8694178824824975,4502890,37.178800040336206
30,120,200,300,250.0,1.1705207195596719,0.9594045708547172,5763787,37.67195316508669
20,150,250,300,275.0,1.1684962583979277,0.9314622833853968,2811735,37.77975194899213
30,150,250,350,300.0,1.1599224863068107,0.9485432672532543,4502890,38.23628933403563
50,120,200,300,250.0,1.151606836392999,0.902932245361702,5763787,38.679082194196
40,100,300,350,325.0,1.148253376171162,0.8754852680389774,1691155,38.85764770121608
40,120,200,300,250.0,1.1196365865158735,0.9340590100810401,5763787,40.38143841768511
20,120,250,300,275.0,1.1186288732256306,0.8917814757963798,2811735,40.43509727233064
60,140,250,300,275.0,1.115641132430146,0.8648021865677811,2811735,40.59418890148317
50,120,300,350,325.0,1.1140215646128009,0.8593478416355363,1691155,40.68042786939292
50,150,250,350,300.0,1.1048524585001076,0.8946239275932669,4502890,41.16866568157041
40,150,250,350,300.0,1.0878833808308719,0.9307086514540938,4502890,42.072237442445584
30,100,200,300,250.0,1.0694198346373172,0.9393210979881513,5763787,43.05538686702251
30,100,250,350,300.0,1.0590568793109,0.9007811111272733,4502890,43.607194924872196
30,120,250,350,300.0,1.0441871693046856,0.9247455256305402,4502890,44.39897927025103
30,150,250,300,275.0,1.028498422878468,0.9265918707956027,2811735,45.23437577856933
40,130,250,350,300.0,1.013322098003214,0.9062444061407702,4502890,46.04248679429105
50,150,250,300,275.0,0.9924782458570852,0.8510932313426139,2811735,47.15238307470259
40,150,250,300,275.0,0.9624030005981481,0.8949324306069388,2811735,48.75383383396442
40,100,200,300,250.0,0.9218937475577269,0.9042327222759825,5763787,50.91087606188888
30,100,350,400,375.0,2.849134412877171,0.970441282658958,1283843,51.71109759729345
30,100,250,300,275.0,0.894686691859348,0.8469442963754958,2811735,52.35960107245218
30,120,250,300,275.0,0.8883370394702419,0.8911358121102608,2811735,52.697708228421625
40,120,250,350,300.0,0.8814064999975666,0.9203702701866375,4502890,53.06674653900071
40,130,250,300,275.0,0.8515880156084726,0.8657922639222642,2811735,54.654525260464716
40,100,250,350,300.0,0.8041586502039678,0.9087299636213968,4502890,57.18005057486858
50,120,250,350,300.0,0.7814548960873802,0.8575345361334025,4502890,58.38898316893609
40,120,250,300,275.0,0.7241645943166551,0.8642381829186916,2811735,61.43958496716425
40,100,250,300,275.0,0.6342956594941003,0.7957425214255008,2811735,66.22493825910009
50,120,250,300,275.0,0.6240934672977538,0.7648092901423613,2811735,66.7681859798853
